,FTR
7768,H
7769,NH
7770,H
7771,NH
7772,NH
7773,H
7774,H
7775,H
7776,NH
7777,NH
7778,NH
7779,NH
7780,NH
7781,H
7782,H
7783,H
7784,NH
7785,NH
7786,H
7787,H
7788,H
7789,H
7790,NH
7791,NH
7792,NH
7793,NH
7794,NH
7795,NH
7796,NH
7797,H
7798,NH
7799,H
7800,NH
7801,NH
7802,NH
7803,H
7804,H
7805,H
7806,NH
7807,NH
7808,H
7809,NH
7810,H
7811,NH
7812,H
7813,H
7814,H
7815,H
7816,H
7817,H
7818,NH
7819,NH
7820,H
7821,NH
7822,H
7823,NH
7824,NH
7825,NH
7826,H
7827,NH
7828,NH
7829,NH
7830,H
7831,H
7832,NH
7833,NH
7834,H
7835,NH
7836,NH
7837,NH
7838,NH
7839,NH
7840,NH
7841,NH
7842,NH
7843,NH
7844,H
7845,NH
7846,H
7847,H
7848,NH
7849,H
7850,H
7851,NH
7852,NH
7853,H
7854,H
7855,NH
7856,H
7857,NH
7858,H
7859,H
7860,NH
7861,NH
7862,H
7863,NH
7864,NH
7865,NH
7866,NH
7867,H
7868,H
7869,NH
7870,NH
7871,NH
7872,H
7873,H
7874,H
7875,NH
7876,H
7877,H
7878,H
7879,H
7880,NH
7881,H
7882,H
7883,NH
7884,H
7885,NH
7886,NH
7887,NH
7888,NH
7889,NH
7890,NH
7891,NH
7892,NH
7893,H
7894,NH
7895,NH
7896,H
7897,H
7898,H
7899,H
7900,H
7901,NH
7902,NH
7903,NH
7904,NH
7905,H
7906,H
7907,NH
7908,NH
7909,NH
7910,NH
7911,H
7912,NH
7913,H
7914,NH
7915,NH
7916,NH
7917,NH
7918,NH
7919,H
7920,H
7921,NH
7922,H
7923,NH
7924,NH
7925,NH
7926,NH
7927,H
7928,NH
7929,H
7930,H
7931,H
7932,H
7933,NH
7934,H
7935,NH
7936,H
7937,H
7938,H
7939,H
7940,H
7941,NH
7942,NH
7943,NH
7944,H
7945,H
7946,NH
7947,NH
7948,H
7949,H
7950,H
7951,H
7952,NH
7953,NH
7954,NH
7955,H
7956,H
7957,H
7958,NH
7959,H
7960,NH
7961,NH
7962,NH
7963,H
7964,NH
7965,NH
7966,H
7967,NH
7968,NH
7969,H
7970,NH
7971,H
7972,H
7973,NH
7974,NH
7975,H
7976,H
7977,H
7978,NH
7979,H
7980,NH
7981,NH
7982,NH
7983,NH
7984,H
7985,NH
7986,H
7987,H
7988,H
7989,H
7990,NH
7991,H
7992,H
7993,NH
7994,H
7995,NH
7996,NH
7997,H
7998,H
7999,H
8000,NH
8001,H
8002,NH
8003,H
8004,H
8005,NH
8006,NH
8007,NH
8008,NH
8009,NH
8010,NH
8011,H
8012,NH
8013,H
8014,NH
8015,H
8016,H
8017,H
8018,H
8019,NH
8020,H
8021,NH
8022,H
8023,NH
8024,H
8025,NH
8026,H
8027,NH
8028,NH
8029,H
8030,NH
8031,NH
8032,H
8033,NH
8034,NH
8035,H
8036,NH
8037,H
8038,NH
8039,H
8040,H
8041,NH
8042,H
8043,NH
8044,NH
8045,NH
8046,H
8047,NH
8048,H
8049,NH
8050,NH
8051,H
8052,NH
8053,H
8054,H
8055,H
8056,NH
8057,H
8058,NH
8059,NH
8060,H
8061,NH
8062,NH
8063,NH
8064,NH
8065,NH
8066,NH
8067,NH
8068,NH
8069,NH
8070,NH
8071,NH
8072,H
8073,H
8074,NH
8075,NH
8076,NH
8077,NH
8078,H
8079,NH
8080,NH
8081,H
8082,NH
8083,H
8084,NH
8085,H
8086,H
8087,NH
8088,NH
8089,H
8090,NH
8091,H
8092,H
8093,H
8094,NH
8095,H
8096,NH
8097,NH
8098,NH
8099,NH
8100,H
8101,H
8102,NH
8103,NH
8104,NH
8105,H
8106,H
8107,NH
8108,NH
8109,NH
8110,H
8111,NH
8112,H
8113,NH
8114,NH
8115,NH
8116,NH
8117,H
8118,NH
8119,H
8120,NH
8121,H
8122,NH
8123,NH
8124,H
8125,H
8126,NH
8127,NH
8128,NH
8129,H
8130,NH
8131,H
8132,H
8133,NH
8134,NH
8135,NH
8136,H
8137,H
8138,NH
8139,NH
8140,H
8141,NH
8142,NH
8143,H
8144,NH
8145,NH
8146,NH
8147,NH
8148,NH
8149,H
8150,NH
8151,NH
8152,NH
8153,H
8154,NH
8155,H
8156,H
8157,NH
8158,H
8159,NH
8160,H
8161,H
8162,NH
8163,H
8164,NH
8165,NH
8166,NH
8167,NH
8168,NH
8169,NH
8170,H
8171,NH
8172,NH
8173,H
8174,NH
8175,NH
8176,H
8177,H
8178,H
8179,NH
8180,NH
8181,NH
8182,NH
8183,H
8184,H
8185,NH
8186,NH
8187,H
8188,NH
8189,NH
8190,NH
8191,NH
8192,H
8193,NH
8194,H
8195,NH
8196,NH
8197,H
8198,H
8199,H
8200,H
8201,H
8202,NH
8203,NH
8204,H
8205,NH
8206,NH
8207,NH
8208,NH
8209,H
8210,NH
8211,NH
8212,NH
8213,NH
8214,NH
8215,NH
8216,H
8217,H
8218,NH
8219,NH
8220,NH
8221,H
8222,NH
8223,NH
8224,H
8225,H
8226,H
8227,H
8228,NH
8229,NH
8230,NH
8231,NH
8232,NH
8233,NH
8234,NH
8235,H
8236,NH
8237,H
8238,NH
8239,NH
8240,H
8241,NH
8242,NH
8243,NH
8244,H
8245,H
8246,NH
8247,H
8248,NH
8249,NH
8250,NH
8251,H
8252,NH
8253,H
8254,H
8255,NH
8256,NH
8257,H
8258,NH
8259,NH
8260,NH
8261,H
8262,H
8263,NH
8264,NH
8265,H
8266,NH
8267,H
8268,H
8269,H
8270,NH
8271,NH
8272,NH
8273,NH
8274,H
8275,NH
8276,NH
8277,H
8278,H
8279,NH
8280,H
8281,NH
8282,NH
8283,NH
8284,NH
8285,NH
8286,NH
8287,NH
8288,NH
8289,NH
8290,NH
8291,NH
8292,H
8293,H
8294,H
8295,H
8296,NH
8297,NH
8298,H
8299,NH
8300,NH
8301,NH
8302,H
8303,H
8304,H
8305,NH
8306,NH
8307,H
8308,NH
8309,NH
8310,NH
8311,H
8312,NH
8313,NH
8314,H
8315,NH
8316,H
8317,H
8318,NH
8319,NH
8320,NH
8321,NH
8322,H
8323,NH
8324,NH
8325,H
8326,NH
8327,NH
8328,H
8329,NH
8330,NH
8331,H
8332,H
8333,NH
8334,H
8335,NH
8336,NH
8337,H
8338,NH
8339,H
8340,NH
8341,NH
8342,NH
8343,H
8344,NH
8345,NH
8346,NH
8347,H
8348,NH
8349,NH
8350,H
8351,H
8352,NH
8353,NH
8354,H
8355,NH
8356,NH
8357,NH
8358,H
8359,NH
8360,NH
8361,H
8362,H
8363,NH
8364,NH
8365,H
8366,NH
8367,NH
8368,H
8369,NH
8370,NH
8371,NH
8372,NH
8373,NH
8374,H
8375,NH
8376,H
8377,H
8378,NH
8379,NH
8380,NH
8381,NH
8382,H
8383,H
8384,H
8385,H
8386,NH
8387,NH
8388,NH
8389,NH
8390,H
8391,H
8392,NH
8393,H
8394,NH
8395,H
8396,H
8397,H
8398,H
8399,NH
8400,H
8401,H
8402,NH
8403,NH
8404,H
8405,NH
8406,NH
8407,H
8408,NH
8409,H
8410,NH
8411,NH
8412,NH
8413,H
8414,NH
8415,NH
8416,H
8417,H
8418,NH
8419,NH
8420,NH
8421,NH
8422,H
8423,NH
8424,NH
8425,NH
8426,NH
8427,NH
8428,H
8429,NH
8430,NH
8431,NH
8432,H
8433,H
8434,H
8435,NH
8436,NH
8437,H
8438,NH
8439,NH
8440,NH
8441,NH
8442,H
8443,H
8444,NH
8445,H
8446,NH
8447,NH
8448,NH
8449,NH
8450,H
8451,H
8452,NH
8453,NH
8454,NH
8455,NH
8456,NH
8457,NH
8458,H
8459,NH
8460,NH
8461,H
8462,NH
8463,NH
8464,NH
8465,NH
8466,NH
8467,NH
8468,NH
8469,H
8470,H
8471,NH
8472,NH
8473,NH
8474,H
8475,NH
8476,H
8477,NH
8478,NH
8479,H
8480,NH
8481,H
8482,NH
8483,NH
8484,H
8485,H
8486,H
8487,H
8488,H
8489,H
8490,H
8491,NH
8492,H
8493,NH
8494,NH
8495,H
8496,H
8497,H
8498,NH
8499,NH
8500,H
8501,NH
8502,NH
8503,NH
8504,NH
8505,NH
8506,NH
8507,H
8508,H
8509,H
8510,H
8511,NH
8512,NH
8513,NH
8514,NH
8515,H
8516,H
8517,H
8518,H
8519,H
8520,H
8521,H
8522,H
8523,H
8524,NH
8525,NH
8526,H
8527,H
8528,NH
8529,H
8530,NH
8531,NH
8532,H
8533,NH
8534,H
8535,NH
8536,NH
8537,NH
8538,NH
8539,H
8540,NH
8541,H
8542,NH
8543,NH
8544,H
8545,NH
8546,H
8547,NH
8548,NH
8549,H
8550,NH
8551,NH
8552,H
8553,NH
8554,NH
8555,NH
8556,H
8557,NH
8558,H
8559,NH
8560,NH
8561,H
8562,H
8563,NH
8564,H
8565,NH
8566,H
8567,H
8568,NH
8569,H
8570,NH
8571,NH
8572,NH
8573,NH
8574,NH
8575,NH
8576,NH
8577,NH
8578,H
8579,NH
8580,NH
8581,NH
8582,NH
8583,H
8584,NH
8585,H
8586,H
8587,NH
8588,H
8589,NH
8590,NH
8591,NH
8592,H
8593,NH
8594,NH
8595,NH
8596,H
8597,NH
8598,NH
8599,NH
8600,H
8601,NH
8602,NH
8603,H
8604,NH
8605,H
8606,NH
8607,NH
8608,NH
8609,H
8610,H
8611,NH
8612,NH
8613,H
8614,H
8615,NH
8616,H
8617,H
8618,H
8619,NH
8620,NH
8621,NH
8622,NH
8623,NH
8624,NH
8625,H
8626,NH
8627,H
8628,H
8629,NH
8630,H
8631,NH
8632,NH
8633,H
8634,NH
8635,H
8636,H
8637,NH
8638,NH
8639,H
8640,NH
8641,NH
8642,H
8643,H
8644,H
8645,NH
8646,H
8647,NH
8648,H
8649,H
8650,NH
8651,NH
8652,NH
8653,H
8654,NH
8655,NH
8656,H
8657,H
8658,H
8659,NH
8660,NH
8661,NH
8662,NH
8663,H
8664,NH
8665,H
8666,H
8667,H
8668,H
8669,H
8670,H
8671,NH
8672,NH
8673,NH
8674,NH
8675,H
8676,H
8677,H
8678,NH
8679,NH
8680,H
8681,H
8682,NH
8683,H
8684,NH
8685,H
8686,NH
8687,NH
8688,H
8689,H
8690,H
8691,H
8692,NH
8693,H
8694,NH
8695,NH
8696,NH
8697,H
8698,H
8699,H
8700,NH
8701,NH
8702,NH
8703,H
8704,NH
8705,NH
8706,NH
8707,NH
8708,H
8709,H
8710,NH
8711,H
8712,H
8713,NH
8714,NH
8715,H
8716,H
8717,NH
8718,H
8719,NH
8720,NH
8721,H
8722,NH
8723,NH
8724,H
8725,NH
8726,NH
8727,H
8728,H
8729,NH
8730,NH
8731,NH
8732,NH
8733,NH
8734,NH
8735,H
8736,NH
8737,H
8738,NH
8739,NH
8740,H
8741,NH
8742,H
8743,NH
8744,H
8745,H
8746,H
8747,H
8748,H
8749,NH
